Unnamed: 0.1,Unnamed: 0,Player,Market value,Nation,Pos,Club_x,Leauge,Age,MP,Starts,Min,Gls,Ast,PK_x,PKatt_x,CrdY,CrdR,Gls90,Ast90,G+A,Gls+Ast,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Tackle,TackleW,TakleD,Tkl%,Press,Succ_x,%,Blocks,ShotB,PassB,Int,Clr,Passes Completed,Passes Attempted,Cmp%,Touches,Succ_y,Att,Succ%,#Pl
74,74,Gianluigi Donnarumma,49500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,Mikel Oyarzabal,48000000,ESP,"MF,FW",Real Sociedad,La Liga,22.0,68.0,66.0,5708.0,22.0,9.0,7.0,7.0,6.0,0.0,0.35,0.14,0.49,31.0,4.0,4.0,111.0,40.0,0.0,36.04,1.75,0.63,0.2,0.55,62.0,39.0,28.0,39.5,1129.0,289.0,25.6,123.0,12.0,111.0,25.0,38.0,1442.0,2002.0,72.03,2852.0,119.0,192.0,61.98,129.0
76,76,Fabián Ruiz,48000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,Davinson Sánchez,48000000,COL,DF,Tottenham,Premier Leauge,23.0,47.0,45.0,4012.0,1.0,1.0,0.0,0.0,7.0,0.0,0.02,0.02,0.04,2.0,0.0,0.0,20.0,6.0,0.0,30.0,0.45,0.13,0.05,0.17,84.0,58.0,30.0,34.0,444.0,150.0,33.78,77.0,32.0,45.0,58.0,264.0,2497.0,2815.0,88.7,3326.0,7.0,11.0,63.64,7.0
78,78,Federico Chiesa,48000000,ITA,FW,Fiorentina,Serie A,21.0,62.0,59.0,5149.0,13.0,6.0,1.0,2.0,9.0,0.0,0.23,0.1,0.33,19.0,1.0,2.0,220.0,73.0,2.0,33.18,3.85,1.28,0.06,0.18,79.0,50.0,19.0,14.7,1090.0,259.0,23.76,56.0,2.0,54.0,15.0,12.0,1108.0,1575.0,70.35,2478.0,136.0,249.0,54.62,148.0
79,79,James Maddison,48000000,ENG,MF,Leicester City,Premier Leauge,22.0,67.0,64.0,5455.0,13.0,10.0,1.0,2.0,8.0,1.0,0.21,0.16,0.37,23.0,0.0,0.0,156.0,45.0,14.0,28.85,2.57,0.74,0.08,0.29,115.0,73.0,37.0,31.9,1393.0,357.0,25.63,52.0,4.0,48.0,23.0,14.0,2525.0,3291.0,76.72,3971.0,99.0,142.0,69.72,104.0
80,80,Bruno Fernandes,48000000,POR,MF,Manchester Utd,Premier Leauge,24.0,8.0,8.0,678.0,5.0,3.0,2.0,2.0,1.0,0.0,0.66,0.4,1.06,8.0,2.0,2.0,28.0,11.0,5.0,39.29,3.72,1.46,0.18,0.45,14.0,10.0,5.0,18.5,187.0,48.0,25.67,9.0,0.0,9.0,7.0,9.0,389.0,548.0,70.99,649.0,11.0,15.0,73.33,11.0
81,81,Milan Skriniar,48000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,82,Clément Lenglet,48000000,FRA,DF,Barcelona,La Liga,24.0,46.0,45.0,3982.0,3.0,1.0,0.0,0.0,18.0,3.0,0.07,0.02,0.09,4.0,0.0,0.0,15.0,5.0,0.0,33.33,0.34,0.11,0.2,0.6,104.0,78.0,30.0,47.6,479.0,182.0,38.0,77.0,37.0,40.0,54.0,177.0,2664.0,2922.0,91.17,3318.0,9.0,11.0,81.82,9.0
83,83,Anthony Martial,48000000,FRA,FW,Manchester Utd,Premier Leauge,23.0,53.0,43.0,3729.0,24.0,5.0,1.0,2.0,3.0,0.0,0.58,0.12,0.7,29.0,0.0,1.0,102.0,54.0,0.0,52.94,2.46,1.3,0.24,0.44,29.0,25.0,4.0,0.0,546.0,150.0,27.47,32.0,0.0,32.0,4.0,20.0,1054.0,1344.0,78.42,1867.0,84.0,145.0,57.93,89.0
84,84,Riyad Mahrez,48000000,ALG,FW,Manchester City,Premier Leauge,28.0,53.0,32.0,2946.0,16.0,12.0,1.0,2.0,0.0,0.0,0.49,0.37,0.86,28.0,1.0,1.0,111.0,49.0,6.0,44.14,3.39,1.5,0.14,0.33,40.0,28.0,12.0,22.5,614.0,165.0,26.87,54.0,0.0,54.0,27.0,12.0,1603.0,1926.0,83.23,2363.0,84.0,138.0,60.87,87.0
85,85,Niklas Süle,48000000,GER,DF,Bayern Munich,Bundesliga,23.0,39.0,37.0,3295.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.03,0.08,3.0,0.0,0.0,26.0,6.0,0.0,23.08,0.71,0.16,0.08,0.33,44.0,29.0,17.0,60.0,215.0,79.0,36.74,46.0,22.0,24.0,54.0,133.0,2941.0,3159.0,93.1,3454.0,6.0,7.0,85.71,6.0
86,86,Marcelo Brozovic,48000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,87,Lorenzo Insigne,48000000,ITA,"MF,FW",Napoli,Serie A,28.0,55.0,49.0,4109.0,15.0,11.0,4.0,5.0,7.0,1.0,0.33,0.24,0.57,26.0,3.0,3.0,200.0,66.0,5.0,33.0,4.38,1.45,0.08,0.23,34.0,25.0,14.0,28.2,713.0,174.0,24.4,27.0,1.0,26.0,31.0,5.0,2229.0,2719.0,81.98,3283.0,87.0,160.0,54.37,96.0
88,88,Stefan de Vrij,48000000,NED,DF,Inter,Serie A,27.0,55.0,53.0,4788.0,5.0,3.0,0.0,0.0,6.0,0.0,0.09,0.06,0.15,8.0,0.0,0.0,36.0,12.0,0.0,33.33,0.68,0.23,0.14,0.42,62.0,40.0,19.0,39.1,392.0,121.0,30.87,85.0,52.0,33.0,67.0,231.0,2767.0,3004.0,92.11,3473.0,19.0,20.0,95.0,20.0
89,89,Thibaut Courtois,48000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,90,Alexandre Lacazette,48000000,FRA,FW,Arsenal,Premier Leauge,28.0,59.0,44.0,4005.0,20.0,11.0,0.0,0.0,8.0,0.0,0.45,0.25,0.7,31.0,0.0,0.0,129.0,49.0,3.0,37.98,2.9,1.1,0.16,0.41,53.0,43.0,7.0,23.1,945.0,232.0,24.55,40.0,4.0,36.0,21.0,32.0,895.0,1202.0,74.46,1820.0,73.0,110.0,66.36,76.0
91,91,Koke,48000000,ESP,MF,Atlético Madrid,La Liga,27.0,57.0,54.0,4834.0,5.0,10.0,0.0,0.0,15.0,1.0,0.09,0.19,0.28,15.0,0.0,0.0,38.0,11.0,0.0,28.95,0.71,0.2,0.13,0.45,148.0,97.0,60.0,38.1,1134.0,290.0,25.57,90.0,14.0,76.0,58.0,60.0,2964.0,3598.0,82.38,4128.0,50.0,66.0,75.76,51.0
92,92,Thiago,48000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,93,Toni Kroos,48000000,GER,MF,Real Madrid,La Liga,29.0,57.0,53.0,4483.0,4.0,9.0,0.0,0.0,4.0,0.0,0.08,0.18,0.26,13.0,0.0,0.0,83.0,27.0,2.0,32.53,1.67,0.54,0.05,0.15,106.0,80.0,32.0,25.0,1118.0,283.0,25.31,62.0,5.0,57.0,37.0,27.0,3918.0,4406.0,88.92,4789.0,32.0,41.0,78.05,33.0
94,94,Rodrygo,45000000,BRA,FW,Real Madrid,La Liga,18.0,14.0,9.0,750.0,2.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,2.0,0.0,0.0,13.0,6.0,0.0,46.15,1.56,0.72,0.15,0.33,5.0,4.0,2.0,11.1,158.0,34.0,21.52,15.0,2.0,13.0,9.0,3.0,325.0,388.0,83.76,497.0,14.0,31.0,45.16,15.0
95,95,Ferran Torres,45000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,96,Nicolò Zaniolo,45000000,ITA,"MF,FW",Roma,Serie A,20.0,45.0,35.0,3055.0,8.0,3.0,0.0,0.0,14.0,0.0,0.24,0.09,0.33,11.0,0.0,0.0,84.0,34.0,0.0,40.48,2.47,1.0,0.1,0.24,48.0,36.0,21.0,20.0,804.0,189.0,23.51,37.0,3.0,34.0,20.0,14.0,753.0,965.0,78.03,1516.0,97.0,176.0,55.11,102.0
97,97,Vinícius Júnior,45000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,98,Dayot Upamecano,45000000,FRA,DF,RB Leipzig,Bundesliga,20.0,43.0,41.0,3650.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.02,0.02,1.0,0.0,0.0,24.0,5.0,0.0,20.83,0.59,0.12,0.0,0.0,86.0,61.0,32.0,54.8,440.0,190.0,43.18,71.0,21.0,50.0,78.0,167.0,2368.0,2694.0,87.9,3133.0,36.0,44.0,81.82,38.0
99,99,Martin Ödegaard,45000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100,Donny van de Beek,44000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,101,Youri Tielemans,44000000,BEL,MF,Leicester City,Premier Leauge,22.0,44.0,39.0,3415.0,6.0,9.0,0.0,0.0,4.0,0.0,0.16,0.24,0.4,15.0,0.0,0.0,76.0,21.0,0.0,27.63,2.0,0.55,0.08,0.29,58.0,39.0,13.0,20.0,752.0,203.0,26.99,58.0,7.0,51.0,29.0,37.0,1756.0,2135.0,82.25,2556.0,38.0,57.0,66.67,39.0
102,102,Youri Tielemans,44000000,BEL,MF,Leicester City,Premier Leauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
103,103,Memphis Depay,44000000,NED,"MF,FW",Lyon,Ligue1,25.0,49.0,41.0,3755.0,19.0,12.0,1.0,3.0,5.0,0.0,0.46,0.29,0.75,31.0,1.0,1.0,153.0,57.0,7.0,37.25,3.67,1.37,0.12,0.33,25.0,24.0,8.0,25.0,593.0,159.0,26.81,26.0,4.0,22.0,13.0,5.0,1461.0,1976.0,73.94,2501.0,100.0,156.0,64.1,107.0
104,104,Wilfried Zaha,44000000,CIV,"MF,FW",Crystal Palace,Premier Leauge,26.0,66.0,65.0,5776.0,13.0,8.0,0.0,0.0,13.0,1.0,0.2,0.12,0.32,21.0,0.0,0.0,127.0,41.0,0.0,32.28,1.98,0.64,0.1,0.32,84.0,60.0,23.0,22.0,1470.0,391.0,26.6,61.0,4.0,57.0,24.0,6.0,1676.0,2155.0,77.77,3360.0,289.0,485.0,59.59,310.0
105,105,Luis Alberto,44000000,ESP,MF,Lazio,Serie A,26.0,55.0,53.0,4392.0,9.0,19.0,2.0,2.0,9.0,1.0,0.18,0.39,0.57,28.0,1.0,1.0,146.0,35.0,10.0,23.97,2.99,0.72,0.06,0.26,88.0,57.0,33.0,21.7,1190.0,350.0,29.41,65.0,4.0,61.0,32.0,18.0,2567.0,3271.0,78.48,3860.0,82.0,137.0,59.85,92.0
106,106,Mattéo Guendouzi,40500000,FRA,MF,Arsenal,Premier Leauge,20.0,57.0,42.0,3897.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.02,0.02,1.0,0.0,0.0,26.0,8.0,0.0,30.77,0.6,0.18,0.0,0.0,60.0,38.0,26.0,27.8,862.0,239.0,27.73,77.0,12.0,65.0,57.0,76.0,2430.0,2767.0,87.82,3212.0,60.0,84.0,71.43,62.0
107,107,Ibrahima Konaté,40500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,Mason Mount,40500000,ENG,"MF,FW",Chelsea,Premier Leauge,20.0,32.0,27.0,2515.0,6.0,4.0,0.0,0.0,3.0,0.0,0.21,0.14,0.35,10.0,0.0,0.0,71.0,27.0,10.0,38.03,2.54,0.97,0.08,0.22,46.0,30.0,13.0,30.2,670.0,188.0,28.06,23.0,1.0,22.0,14.0,15.0,999.0,1238.0,80.69,1580.0,42.0,66.0,63.64,44.0
109,109,Carlos Soler,40000000,ESP,MF,Valencia,La Liga,22.0,55.0,48.0,4214.0,4.0,6.0,0.0,0.0,12.0,0.0,0.09,0.13,0.22,10.0,0.0,0.0,57.0,19.0,0.0,33.33,1.22,0.41,0.07,0.21,66.0,37.0,22.0,21.9,1111.0,270.0,24.3,85.0,12.0,73.0,30.0,48.0,1244.0,1623.0,76.65,2129.0,46.0,90.0,51.11,54.0
110,110,Rodrigo Bentancur,40000000,URU,MF,Juventus,Serie A,22.0,53.0,39.0,3572.0,2.0,9.0,0.0,0.0,17.0,1.0,0.05,0.23,0.28,11.0,0.0,0.0,30.0,5.0,0.0,16.67,0.76,0.13,0.07,0.4,108.0,66.0,39.0,41.2,1013.0,273.0,26.95,83.0,12.0,71.0,70.0,76.0,2151.0,2474.0,86.94,2922.0,49.0,76.0,64.47,53.0
111,111,Benjamin Pavard,40000000,FRA,DF,Bayern Munich,Bundesliga,23.0,61.0,60.0,5400.0,4.0,4.0,0.0,0.0,8.0,0.0,0.07,0.07,0.14,8.0,0.0,0.0,33.0,11.0,0.0,33.33,0.55,0.18,0.12,0.36,64.0,40.0,28.0,54.8,458.0,152.0,33.19,84.0,29.0,55.0,103.0,284.0,3488.0,4038.0,86.38,4651.0,30.0,51.0,58.82,32.0
112,112,Giovani Lo Celso,40000000,ARG,"MF,FW",Tottenham,Premier Leauge,23.0,22.0,8.0,1000.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,14.29,1.26,0.18,0.0,0.0,35.0,26.0,7.0,16.3,318.0,110.0,34.59,19.0,5.0,14.0,8.0,16.0,666.0,793.0,83.98,960.0,30.0,56.0,53.57,32.0
113,113,Giovani Lo Celso,40000000,ARG,"MF,FW",Tottenham,Premier Leauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,Denis Zakaria,40000000,SUI,MF,M'gladbach,Bundesliga,22.0,54.0,43.0,3906.0,6.0,2.0,0.0,0.0,14.0,0.0,0.14,0.05,0.19,8.0,0.0,0.0,56.0,15.0,0.0,26.79,1.29,0.35,0.11,0.4,128.0,94.0,35.0,42.5,795.0,230.0,28.93,86.0,24.0,62.0,62.0,65.0,1429.0,1685.0,84.81,2212.0,84.0,125.0,67.2,93.0
115,115,Tammy Abraham,40000000,ENG,FW,Chelsea,Premier Leauge,21.0,28.0,24.0,2034.0,13.0,3.0,0.0,0.0,2.0,0.0,0.58,0.13,0.71,16.0,0.0,0.0,78.0,31.0,0.0,39.74,3.45,1.37,0.17,0.42,13.0,9.0,3.0,23.1,404.0,120.0,29.7,23.0,5.0,18.0,4.0,26.0,267.0,379.0,70.45,683.0,19.0,34.0,55.88,20.0
116,116,Ben Chilwell,40000000,ENG,DF,Leicester City,Premier Leauge,22.0,62.0,62.0,5569.0,3.0,7.0,0.0,0.0,6.0,0.0,0.05,0.11,0.16,10.0,0.0,0.0,35.0,16.0,0.0,45.71,0.57,0.26,0.09,0.19,107.0,62.0,38.0,32.2,1008.0,284.0,28.17,131.0,17.0,114.0,66.0,202.0,3103.0,4195.0,73.97,5024.0,60.0,115.0,52.17,69.0
117,117,Iñaki Williams,40000000,ESP,FW,Athletic Club,La Liga,25.0,71.0,66.0,5647.0,18.0,5.0,1.0,2.0,6.0,0.0,0.29,0.08,0.37,23.0,1.0,2.0,111.0,51.0,0.0,45.95,1.77,0.81,0.16,0.35,37.0,22.0,12.0,37.5,913.0,237.0,25.96,40.0,4.0,36.0,13.0,61.0,955.0,1338.0,71.38,2101.0,109.0,189.0,57.67,123.0
118,118,Kingsley Coman,40000000,FRA,"MF,FW",Bayern Munich,Bundesliga,23.0,45.0,34.0,2883.0,10.0,7.0,0.0,0.0,4.0,0.0,0.31,0.22,0.53,17.0,0.0,0.0,68.0,33.0,0.0,48.53,2.12,1.03,0.15,0.3,33.0,21.0,16.0,44.0,565.0,173.0,30.62,41.0,0.0,41.0,9.0,7.0,1155.0,1481.0,77.99,1944.0,118.0,185.0,63.78,124.0
119,119,Thomas,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,120,Moussa Dembélé,40000000,FRA,FW,Lyon,Ligue1,23.0,60.0,45.0,4204.0,31.0,6.0,5.0,7.0,4.0,0.0,0.66,0.13,0.79,37.0,4.0,5.0,136.0,57.0,0.0,41.91,2.91,1.22,0.23,0.54,22.0,18.0,6.0,16.7,576.0,148.0,25.69,37.0,10.0,27.0,5.0,43.0,671.0,904.0,74.23,1526.0,61.0,106.0,57.55,72.0
121,121,Rúben Neves,40000000,POR,MF,Wolves,Premier Leauge,22.0,67.0,63.0,5555.0,6.0,4.0,2.0,2.0,17.0,0.0,0.1,0.06,0.16,10.0,0.0,0.0,121.0,23.0,6.0,19.01,1.96,0.37,0.05,0.26,117.0,74.0,47.0,31.1,1277.0,324.0,25.37,132.0,24.0,108.0,119.0,97.0,2888.0,3596.0,80.31,4243.0,36.0,52.0,69.23,40.0
122,122,José Gayà,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,Hakim Ziyech,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,Raúl Jiménez,40000000,MEX,FW,Wolves,Premier Leauge,28.0,70.0,67.0,5827.0,28.0,13.0,5.0,5.0,7.0,0.0,0.43,0.2,0.63,41.0,3.0,3.0,216.0,67.0,0.0,31.02,3.34,1.03,0.13,0.42,53.0,38.0,10.0,9.1,1154.0,274.0,23.74,51.0,6.0,45.0,40.0,64.0,1430.0,1945.0,73.52,2831.0,103.0,160.0,64.38,105.0
125,125,Julian Brandt,40000000,GER,"MF,FW",Dortmund,Bundesliga,23.0,66.0,55.0,4869.0,10.0,18.0,0.0,0.0,0.0,0.0,0.18,0.33,0.51,28.0,0.0,0.0,99.0,40.0,0.0,40.4,1.83,0.74,0.1,0.25,71.0,50.0,24.0,34.4,976.0,296.0,30.33,76.0,3.0,73.0,34.0,19.0,2848.0,3553.0,80.16,4217.0,133.0,202.0,65.84,141.0
126,126,Wissam Ben Yedder,40000000,FRA,FW,Monaco,Ligue1,28.0,61.0,56.0,4976.0,36.0,13.0,5.0,5.0,4.0,0.0,0.65,0.24,0.89,49.0,3.0,3.0,136.0,68.0,7.0,50.0,2.46,1.23,0.26,0.53,39.0,33.0,7.0,30.0,1070.0,281.0,26.26,44.0,0.0,44.0,15.0,7.0,1191.0,1600.0,74.44,2170.0,82.0,131.0,62.6,89.0
127,127,Daniel Carvajal,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,Rodrigo,40000000,ESP,FW,Valencia,La Liga,28.0,60.0,52.0,4408.0,12.0,13.0,0.0,1.0,7.0,2.0,0.25,0.27,0.52,25.0,0.0,0.0,115.0,43.0,0.0,37.39,2.35,0.88,0.1,0.28,27.0,16.0,2.0,5.6,876.0,218.0,24.89,33.0,4.0,29.0,13.0,34.0,1100.0,1500.0,73.33,2056.0,69.0,132.0,52.27,76.0
129,129,Ciro Immobile,40000000,ITA,FW,Lazio,Serie A,29.0,65.0,59.0,5310.0,44.0,14.0,15.0,16.0,11.0,0.0,0.75,0.24,0.99,58.0,11.0,12.0,216.0,84.0,0.0,38.89,3.66,1.42,0.2,0.52,20.0,15.0,2.0,0.0,874.0,205.0,23.46,39.0,7.0,32.0,11.0,14.0,1295.0,1700.0,76.18,2388.0,63.0,137.0,45.99,74.0
130,130,Kyle Walker,40000000,ENG,DF,Manchester City,Premier Leauge,29.0,56.0,53.0,4766.0,2.0,3.0,0.0,0.0,7.0,0.0,0.04,0.06,0.1,5.0,0.0,0.0,33.0,6.0,1.0,18.18,0.62,0.11,0.06,0.33,75.0,51.0,41.0,56.7,581.0,194.0,33.39,65.0,8.0,57.0,62.0,125.0,3911.0,4448.0,87.93,4866.0,44.0,61.0,72.13,48.0
131,131,Antonio Rüdiger,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,Sergi Roberto,40000000,ESP,"DF,MF",Barcelona,La Liga,27.0,54.0,45.0,3977.0,1.0,9.0,0.0,0.0,11.0,0.0,0.02,0.2,0.22,10.0,0.0,0.0,15.0,4.0,0.0,26.67,0.34,0.09,0.07,0.25,51.0,34.0,16.0,40.0,515.0,164.0,31.84,62.0,7.0,55.0,71.0,73.0,3123.0,3441.0,90.76,3826.0,24.0,38.0,63.16,27.0
133,133,Isco,40000000,ESP,"MF,FW",Real Madrid,La Liga,27.0,45.0,23.0,2142.0,4.0,2.0,0.0,0.0,4.0,0.0,0.17,0.08,0.25,6.0,0.0,0.0,42.0,17.0,2.0,40.48,1.76,0.71,0.1,0.24,41.0,27.0,15.0,30.0,403.0,95.0,23.57,22.0,1.0,21.0,11.0,5.0,1439.0,1687.0,85.3,1963.0,57.0,87.0,65.52,59.0
134,134,Alex Sandro,40000000,BRA,DF,Juventus,Serie A,28.0,53.0,50.0,4274.0,1.0,5.0,0.0,0.0,10.0,0.0,0.02,0.11,0.13,6.0,0.0,0.0,32.0,10.0,0.0,31.25,0.67,0.21,0.03,0.1,96.0,61.0,26.0,37.9,598.0,162.0,27.09,93.0,14.0,79.0,72.0,102.0,2912.0,3502.0,83.15,4032.0,58.0,98.0,59.18,61.0
135,135,Jordi Alba,40000000,ESP,DF,Barcelona,La Liga,30.0,58.0,53.0,4806.0,4.0,10.0,0.0,0.0,12.0,0.0,0.07,0.19,0.26,14.0,0.0,0.0,19.0,6.0,0.0,31.58,0.36,0.11,0.21,0.67,65.0,45.0,25.0,30.4,632.0,205.0,32.44,105.0,12.0,93.0,94.0,114.0,3800.0,4407.0,86.23,4863.0,29.0,47.0,61.7,31.0
136,136,David de Gea,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,Ilkay Gündogan,40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,Georginio Wijnaldum,40000000,NED,MF,Liverpool,Premier Leauge,28.0,65.0,61.0,5162.0,6.0,0.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,6.0,0.0,0.0,60.0,21.0,0.0,35.0,1.05,0.37,0.1,0.29,73.0,58.0,17.0,17.9,903.0,272.0,30.12,60.0,11.0,49.0,40.0,51.0,2873.0,3162.0,90.86,3668.0,77.0,121.0,63.64,81.0
139,139,Eduardo Camavinga,37500000,FRA,MF,Rennes,Ligue1,16.0,32.0,28.0,2471.0,1.0,2.0,0.0,0.0,5.0,0.0,0.04,0.07,0.11,3.0,0.0,0.0,18.0,5.0,0.0,27.78,0.66,0.18,0.06,0.2,123.0,70.0,35.0,32.5,702.0,220.0,31.34,49.0,10.0,39.0,37.0,55.0,1001.0,1128.0,88.74,1504.0,17.0,22.0,77.27,17.0
140,140,David Neres,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,Ansu Fati,36000000,ESP,WB,Barcelona,La Liga,16.0,20.0,9.0,837.0,5.0,1.0,0.0,0.0,2.0,0.0,0.54,0.11,0.65,6.0,0.0,0.0,28.0,10.0,0.0,35.71,3.01,1.08,0.18,0.5,18.0,9.0,6.0,46.2,179.0,55.0,30.73,8.0,1.0,7.0,5.0,3.0,341.0,422.0,80.81,575.0,21.0,49.0,42.86,24.0
142,142,Éder Militão,36000000,BRA,DF,Real Madrid,La Liga,21.0,11.0,7.0,694.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,33.33,0.39,0.13,0.0,0.0,17.0,10.0,3.0,50.0,77.0,25.0,32.47,10.0,6.0,4.0,17.0,38.0,412.0,479.0,86.01,566.0,1.0,2.0,50.0,1.0
143,143,Jonathan Ikoné,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,Lucas Torreira,36000000,URU,MF,Arsenal,Premier Leauge,23.0,58.0,39.0,3755.0,3.0,3.0,0.0,0.0,11.0,1.0,0.07,0.07,0.14,6.0,0.0,0.0,44.0,12.0,0.0,27.27,1.05,0.29,0.07,0.25,94.0,70.0,34.0,35.3,951.0,242.0,25.45,66.0,15.0,51.0,69.0,69.0,2146.0,2454.0,87.45,2921.0,35.0,44.0,79.55,36.0
145,145,Wilfred Ndidi,36000000,NGA,MF,Leicester City,Premier Leauge,22.0,64.0,60.0,5460.0,4.0,1.0,0.0,0.0,13.0,0.0,0.07,0.02,0.09,5.0,0.0,0.0,77.0,11.0,0.0,14.29,1.27,0.18,0.05,0.36,261.0,172.0,60.0,34.4,1542.0,498.0,32.3,140.0,13.0,127.0,154.0,172.0,2842.0,3442.0,82.57,4301.0,60.0,78.0,76.92,66.0
146,146,Nicolò Barella,36000000,ITA,MF,Inter,Serie A,22.0,58.0,54.0,4761.0,2.0,6.0,0.0,1.0,18.0,2.0,0.04,0.11,0.15,8.0,0.0,0.0,71.0,16.0,0.0,22.54,1.34,0.3,0.03,0.12,133.0,84.0,38.0,19.0,1098.0,301.0,27.41,94.0,7.0,87.0,51.0,48.0,2396.0,2977.0,80.48,3692.0,84.0,145.0,57.93,93.0
147,147,André Onana,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148,Alessio Romagnoli,36000000,ITA,DF,Milan,Serie A,24.0,61.0,61.0,5457.0,2.0,0.0,0.0,0.0,10.0,1.0,0.03,0.0,0.03,2.0,0.0,0.0,23.0,4.0,0.0,17.39,0.38,0.07,0.09,0.5,74.0,50.0,18.0,31.8,460.0,149.0,32.39,109.0,50.0,59.0,91.0,343.0,3239.0,3529.0,91.78,4143.0,5.0,8.0,62.5,5.0
149,149,John Stones,36000000,ENG,DF,Manchester City,Premier Leauge,25.0,36.0,30.0,2670.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,18.18,0.37,0.07,0.0,0.0,32.0,23.0,8.0,50.0,213.0,84.0,39.44,41.0,12.0,29.0,23.0,95.0,2371.0,2505.0,94.65,2700.0,8.0,9.0,88.89,9.0
150,150,João Cancelo,36000000,POR,DF,Manchester City,Premier Leauge,25.0,37.0,31.0,2843.0,1.0,3.0,0.0,0.0,9.0,0.0,0.03,0.09,0.12,4.0,0.0,0.0,34.0,9.0,0.0,26.47,1.08,0.28,0.03,0.11,83.0,54.0,35.0,40.0,395.0,106.0,26.84,42.0,6.0,36.0,34.0,51.0,2073.0,2452.0,84.54,2809.0,96.0,140.0,68.57,101.0
151,151,Sébastien Haller,36000000,FRA,FW,West Ham,Premier Leauge,25.0,56.0,47.0,4329.0,22.0,10.0,3.0,3.0,4.0,0.0,0.46,0.21,0.67,32.0,0.0,0.0,98.0,47.0,0.0,47.96,2.04,0.98,0.22,0.47,42.0,31.0,6.0,11.1,1074.0,244.0,22.72,54.0,9.0,45.0,21.0,42.0,998.0,1518.0,65.74,2126.0,53.0,85.0,62.35,56.0
152,152,Álvaro Morata,36000000,ESP,FW,Atlético Madrid,La Liga,26.0,45.0,32.0,2757.0,14.0,1.0,1.0,2.0,9.0,1.0,0.46,0.03,0.49,15.0,1.0,2.0,95.0,41.0,0.0,43.16,3.1,1.34,0.15,0.34,27.0,20.0,2.0,20.0,449.0,126.0,28.06,22.0,4.0,18.0,4.0,32.0,464.0,654.0,70.95,1107.0,22.0,41.0,53.66,22.0
